ad_id,text,price_score,trust_score,urgency_score,actual_ctr,actual_cvr
20,Ad copy 20 with scores P:0.94 T:0.13 U:0.51,0.9449829531658845,0.12628364997742847,0.5120096545592716,0.0541218378070702,0.16525668507649718
21,Ad copy 21 with scores P:0.86 T:0.44 U:0.84,0.8551388835456553,0.43648080001843836,0.8438143396537056,0.06780791471195642,0.1566395144873436
22,Ad copy 22 with scores P:0.36 T:0.49 U:0.04,0.355258266356839,0.49239446428504574,0.0364174669515982,0.039178111892817946,0.11531353897424507
23,Ad copy 23 with scores P:0.17 T:0.22 U:0.06,0.16724917722502974,0.22025603372540659,0.058865999756043896,0.022545371855308197,0.07545912568222608
24,Ad copy 24 with scores P:0.86 T:0.08 U:0.82,0.8619791585271662,0.08001208366491741,0.8180819550330366,0.059574642336038895,0.1734509979531318
25,Ad copy 25 with scores P:0.42 T:0.85 U:0.43,0.4231247465391377,0.8525201723805997,0.4276309619501495,0.061440453500162626,0.1458442311451748
26,Ad copy 26 with scores P:0.02 T:0.05 U:0.21,0.01848142710435219,0.04647056272199479,0.21178505563659233,0.02123703513074195,0.06458358501967885
27,Ad copy 27 with scores P:0.25 T:0.26 U:0.58,0.2487743115090837,0.25613516138089276,0.5831099904599689,0.04104342956027017,0.10792512728208425
28,Ad copy 28 with scores P:0.24 T:0.07 U:0.94,0.24471150613996118,0.06557752468085676,0.9425060457071607,0.029927901540538777,0.12133941772312427
29,Ad copy 29 with scores P:0.46 T:0.15 U:0.45,0.4609085926538312,0.15056234693893944,0.45157945983536785,0.04429802285671355,0.12460679028914037
30,Ad copy 30 with scores P:0.36 T:0.91 U:0.95,0.35550614944674386,0.908724914407142,0.9497868676297146,0.05943204734801777,0.1650329269689494
31,Ad copy 31 with scores P:0.89 T:0.02 U:0.63,0.8879281354957114,0.017360158727587338,0.6316439161387569,0.05820548015182961,0.16433242061588338
32,Ad copy 32 with scores P:0.36 T:1.00 U:0.91,0.35501924206162794,0.9958672094848959,0.9100183365206317,0.06363752768799028,0.15735136217151324
33,Ad copy 33 with scores P:0.45 T:0.73 U:0.83,0.44688292554080156,0.7265757531130863,0.8343468720789464,0.05398840031621345,0.14492472626902636
34,Ad copy 34 with scores P:0.94 T:0.82 U:0.57,0.942367636559169,0.8181619322534186,0.566401059319238,0.07243372765375235,0.20577897363294118
35,Ad copy 35 with scores P:0.95 T:0.78 U:0.97,0.9476295289927801,0.7845069089837569,0.9741664051047983,0.07440389324724596,0.21209031119531344
36,Ad copy 36 with scores P:0.52 T:0.43 U:0.32,0.5160776578104976,0.425259018493901,0.31645534308810663,0.04581850806581535,0.12829897039113614
37,Ad copy 37 with scores P:0.34 T:0.50 U:0.10,0.33929795188112233,0.49885676430620807,0.10291919509528602,0.04341536523341738,0.1081191964809977
38,Ad copy 38 with scores P:0.37 T:0.04 U:0.07,0.3707048951115727,0.044045583683742784,0.0664419789433166,0.028937070916521205,0.09484432781212711
39,Ad copy 39 with scores P:0.02 T:0.12 U:0.03,0.02343628084220839,0.12041845402131612,0.0271254591113691,0.028919037528641986,0.045352086988549645
40,Ad copy 40 with scores P:0.50 T:0.53 U:0.43,0.4981288373781452,0.5277193563003851,0.42511329596473557,0.05443527880719699,0.15231460256263965
41,Ad copy 41 with scores P:0.09 T:0.70 U:0.31,0.08948590688766,0.7024368261528356,0.3116176286443847,0.041357229689635004,0.08809645592574006
42,Ad copy 42 with scores P:0.82 T:0.03 U:0.03,0.8197259995392546,0.029874644813235096,0.02637720945448796,0.049501245597679794,0.12447812102133182
43,Ad copy 43 with scores P:0.69 T:0.97 U:0.87,0.6887682388346378,0.9664890186602324,0.8725628211055874,0.07245255796834232,0.21985471087952568
44,Ad copy 44 with scores P:0.91 T:0.81 U:0.47,0.9140284511119668,0.8086592482024174,0.47096326380934894,0.05708014853461573,0.18329929926561206
45,Ad copy 45 with scores P:0.41 T:0.99 U:0.93,0.4132707665909373,0.9864386550239572,0.9270256114824544,0.05605750824832828,0.1871625604609648
46,Ad copy 46 with scores P:0.98 T:0.92 U:0.89,0.9816395670509215,0.920603506642091,0.8931513426813447,0.0658633002816201,0.2342808143342256
47,Ad copy 47 with scores P:0.80 T:0.19 U:0.32,0.804414185336947,0.18694937058843664,0.3215145842573047,0.04777973924057459,0.15313759884063635
48,Ad copy 48 with scores P:0.41 T:0.59 U:0.09,0.41147442990759586,0.5896736566738142,0.09137800240723071,0.05425975797380306,0.11583470721643402
49,Ad copy 49 with scores P:0.93 T:0.96 U:0.57,0.9285904398084392,0.9641163624239314,0.5690732335660669,0.06890590784305711,0.20557612439524126
50,Ad copy 50 with scores P:0.24 T:0.38 U:0.33,0.24192895772153844,0.38329291425061685,0.3284179515381702,0.03303417570647669,0.12086367252994895
51,Ad copy 51 with scores P:0.80 T:0.41 U:0.37,0.8005969734240238,0.4134137930432016,0.369907869679859,0.05156115698324885,0.16627736050804207
52,Ad copy 52 with scores P:0.88 T:0.32 U:0.60,0.8832096115123427,0.3151215310883404,0.5997531297585443,0.05972788652541072,0.1756507007974089
53,Ad copy 53 with scores P:0.04 T:0.60 U:0.37,0.04046370335745708,0.5998768916735763,0.3698252419024315,0.04159611611398789,0.07853167040550997
54,Ad copy 54 with scores P:0.18 T:0.66 U:0.40,0.1799055792691261,0.6647925731090913,0.3961944338088246,0.04248046554888145,0.10216699649625
55,Ad copy 55 with scores P:0.15 T:0.53 U:0.32,0.1511157432706528,0.5324480804387937,0.31861683118664563,0.03719481465075701,0.08084429527539559
56,Ad copy 56 with scores P:0.33 T:0.03 U:0.84,0.32619557273955346,0.03269687104344343,0.8359288046223143,0.03803055300013127,0.10367442018598214
57,Ad copy 57 with scores P:0.07 T:0.63 U:0.12,0.06698331076534181,0.6250845157829447,0.1212032104827484,0.038363689313509114,0.08600839969128996
58,Ad copy 58 with scores P:0.99 T:0.23 U:0.83,0.9949728123343401,0.22561432587897534,0.8257478432747584,0.06481923473366184,0.1910808681337571
59,Ad copy 59 with scores P:0.82 T:0.51 U:0.03,0.8156714297160516,0.5089358970306388,0.028104217825856592,0.06444358099093132,0.15657887676959373
60,Ad copy 60 with scores P:0.09 T:0.47 U:0.01,0.09384050662378196,0.4730367333369825,0.007482873780928934,0.03729879331598186,0.08631378444595567
61,Ad copy 61 with scores P:0.77 T:0.02 U:0.07,0.7719552954074644,0.01841795258152268,0.0693589992524487,0.045164721705982507,0.14446008824171686
62,Ad copy 62 with scores P:0.69 T:0.32 U:0.33,0.69436586226055,0.32128655001003426,0.3316259104666113,0.047277504665747504,0.15697185945251596
63,Ad copy 63 with scores P:0.30 T:0.76 U:0.45,0.30191516532915386,0.7573876947609824,0.44526291292560916,0.05133398387339421,0.14009027416460942
64,Ad copy 64 with scores P:0.01 T:0.12 U:0.08,0.014606460408860378,0.11975694090111355,0.08223788100028095,0.01811043898373756,0.05233474586163114
65,Ad copy 65 with scores P:0.88 T:0.96 U:0.32,0.8837556914239554,0.9619159890490706,0.32451531989551596,0.06584311954938735,0.16896479052268198
66,Ad copy 66 with scores P:0.00 T:0.37 U:0.23,0.004787935337486782,0.36580231313697187,0.2283907714571144,0.034170921413138086,0.06915955689227105
67,Ad copy 67 with scores P:0.38 T:0.38 U:0.07,0.3837094702620849,0.37604217135215046,0.06578585205750076,0.036027982509333915,0.10868433376277685
68,Ad copy 68 with scores P:0.63 T:0.77 U:0.41,0.6280135373775848,0.7654956283573432,0.41302538478849526,0.055071017501378036,0.15748273554634437
69,Ad copy 69 with scores P:0.43 T:0.53 U:0.13,0.4298491393366345,0.5252423622325709,0.1277618024693249,0.043407787731631446,0.12725522308294396
70,Ad copy 70 with scores P:0.78 T:0.12 U:0.71,0.775734238007609,0.12331078675356832,0.7074589382336527,0.050738767197801585,0.17441134122700772
71,Ad copy 71 with scores P:0.99 T:0.38 U:0.65,0.9878702644372284,0.3830660115763178,0.653759783964113,0.06121703164117499,0.18524286303779022
72,Ad copy 72 with scores P:0.66 T:0.90 U:0.77,0.6569674550946761,0.897197606135743,0.7745181393367399,0.06140591944981504,0.1885971198147122
73,Ad copy 73 with scores P:0.60 T:0.31 U:0.75,0.6046236881876528,0.31047827283165497,0.7453576691050081,0.05237063022616314,0.17007245425732165
74,Ad copy 74 with scores P:0.41 T:0.08 U:0.31,0.4100520694756886,0.08466393136715489,0.3121493889315805,0.04065056487011398,0.10894364656124986
75,Ad copy 75 with scores P:0.43 T:0.15 U:0.30,0.4308034696794154,0.14504350607261673,0.2965372761743629,0.04527085237242369,0.11543269426172242
76,Ad copy 76 with scores P:0.70 T:0.02 U:0.65,0.7026297257481057,0.016009626243373765,0.6497161391736851,0.04977582076702178,0.13750224693015026
77,Ad copy 77 with scores P:0.99 T:0.72 U:0.36,0.9918761179998872,0.7227418928227837,0.3646229504146994,0.06795859633815086,0.18425942806467513
78,Ad copy 78 with scores P:0.53 T:0.94 U:0.64,0.5314187046033014,0.942368174458433,0.6449205466313369,0.05834728556869537,0.16782677403608948
79,Ad copy 79 with scores P:0.68 T:0.94 U:0.74,0.6826240833885332,0.9402658802248145,0.7433388902171556,0.0716626777920094,0.1781294465222701
80,Ad copy 80 with scores P:0.96 T:0.68 U:0.76,0.9582832510285941,0.6762305606675435,0.7628695194536653,0.07460469294576053,0.19563777340560604
81,Ad copy 81 with scores P:0.41 T:0.53 U:0.34,0.4105585325854537,0.5345238677173813,0.3443627555235482,0.04509318469570516,0.1267879106844651
82,Ad copy 82 with scores P:0.54 T:0.64 U:0.55,0.5403514461877152,0.6423034721542615,0.545479391843947,0.051450020315697384,0.1373924281740769
83,Ad copy 83 with scores P:0.32 T:0.72 U:0.50,0.32254489948337406,0.7221193778560234,0.5046792035784196,0.04530614195258326,0.13227839834565483
84,Ad copy 84 with scores P:0.67 T:0.21 U:0.40,0.6662977055415862,0.20959014397013842,0.3978117691041504,0.04687344050369638,0.14690560330751357
85,Ad copy 85 with scores P:0.61 T:0.44 U:0.68,0.6124701881630764,0.4423251819520714,0.6764799103551546,0.051443699751813315,0.16323785429786
86,Ad copy 86 with scores P:0.15 T:0.00 U:0.19,0.14994558352264808,0.002799551467114525,0.18709950583975976,0.021461347600341456,0.06635668829973983
87,Ad copy 87 with scores P:0.82 T:0.11 U:0.98,0.818620378167603,0.1130062822635931,0.9849723258118894,0.057450102831385505,0.17590160426011017
88,Ad copy 88 with scores P:0.89 T:0.71 U:0.68,0.8930818046727884,0.7088388340884637,0.6761230145839526,0.06835572355277564,0.19962834804581667
89,Ad copy 89 with scores P:0.43 T:0.27 U:0.17,0.43330228296737827,0.27059357517298177,0.16830941887419015,0.03494691646561353,0.10439717480843512
90,Ad copy 90 with scores P:0.74 T:0.84 U:0.51,0.7403502322950661,0.8389004482742768,0.5056750674933744,0.068495140671834,0.19294665931162774
91,Ad copy 91 with scores P:0.57 T:0.90 U:0.33,0.5659236079686151,0.8995664719189891,0.3269571105721548,0.048288592776413355,0.16469138132397523
92,Ad copy 92 with scores P:0.91 T:0.49 U:0.72,0.9101046127586813,0.48707599140527136,0.7211907277082963,0.0645428390024873,0.1893458398123256
93,Ad copy 93 with scores P:0.00 T:0.57 U:0.28,0.002460269472169041,0.5670515151036493,0.2807165557775414,0.03488079167998453,0.07329875746357646
94,Ad copy 94 with scores P:0.43 T:0.94 U:0.75,0.43233892081480574,0.941479476328247,0.7499826843143005,0.05361737057281696,0.14936836327433628
95,Ad copy 95 with scores P:0.23 T:0.97 U:0.52,0.22556262486879441,0.971646795845601,0.5214148259932596,0.056116134543361854,0.14980812869007099
96,Ad copy 96 with scores P:0.54 T:0.54 U:0.10,0.5424075991370293,0.5434572181713031,0.09830679223786243,0.045128584933173045,0.15487581009910056
97,Ad copy 97 with scores P:0.99 T:0.89 U:0.18,0.9856499438996923,0.889037078053136,0.17673433597551103,0.06187122924376509,0.2082218093103134
98,Ad copy 98 with scores P:0.45 T:0.25 U:0.58,0.44749144563358456,0.25426669564751114,0.5802057629425547,0.04237314109958306,0.11966416131726769
99,Ad copy 99 with scores P:0.18 T:0.63 U:0.10,0.17823674870488027,0.6295621476165727,0.09535153744782743,0.03962239571452378,0.10477195396950784
100,Ad copy 100 with scores P:0.43 T:0.92 U:0.30,0.42900317246721575,0.9206794286504936,0.2972146386814212,0.04832898857882485,0.17024277912083546
101,Ad copy 101 with scores P:0.47 T:0.03 U:0.59,0.46663788263402906,0.026338296986104015,0.5855387320968991,0.04051263498946429,0.10263907975426759
102,Ad copy 102 with scores P:0.95 T:0.15 U:0.20,0.946399290708865,0.15367361393032253,0.19997725605731742,0.060600472728535845,0.1592953659338982
103,Ad copy 103 with scores P:0.52 T:0.05 U:0.99,0.5232398753966928,0.052631252745091395,0.985073844736631,0.04220923526722481,0.137806006036899
104,Ad copy 104 with scores P:0.48 T:0.59 U:0.35,0.4758885128125746,0.5935951167147056,0.353055171215912,0.0429667357804618,0.12024239079720188
105,Ad copy 105 with scores P:0.02 T:0.36 U:0.01,0.016610594308682947,0.3594134389967828,0.007230854167187273,0.02875917744302009,0.05665298325530281
106,Ad copy 106 with scores P:0.91 T:0.72 U:0.49,0.9139144102934531,0.7230102117084504,0.4949736721225886,0.06586897136957644,0.2032194518212861
107,Ad copy 107 with scores P:0.27 T:0.45 U:0.20,0.2713061078406742,0.45147415513203093,0.20423022342113129,0.036411718969214045,0.10387256492331351
108,Ad copy 108 with scores P:0.96 T:0.68 U:0.77,0.9570951965276391,0.6804795636965535,0.7687869122728117,0.0679935060430348,0.192913327312594
109,Ad copy 109 with scores P:0.32 T:0.03 U:0.58,0.31627738472728173,0.03406689949625685,0.5810825227723033,0.034645511987319313,0.08357954720108307
110,Ad copy 110 with scores P:0.30 T:0.26 U:0.90,0.29534853415112317,0.2551098285296832,0.8996328335531353,0.03228471306377631,0.11970407570546333
111,Ad copy 111 with scores P:0.54 T:0.84 U:0.34,0.5407730752643474,0.8443937974610625,0.34371804044353993,0.06509672526407927,0.1675213331063573
112,Ad copy 112 with scores P:0.67 T:0.51 U:0.06,0.6731936997666103,0.5100060680247935,0.058342863161838676,0.05217046175771351,0.1569985721602264
113,Ad copy 113 with scores P:0.65 T:0.58 U:0.02,0.6486405764987179,0.5801908627498102,0.01796847299344706,0.04471527622493949,0.13554356110448984
114,Ad copy 114 with scores P:0.02 T:0.52 U:0.56,0.024410721204528585,0.5211014258472557,0.5581445926841094,0.02958437263639107,0.08349002035968185
115,Ad copy 115 with scores P:0.73 T:0.55 U:0.63,0.7260477452936767,0.5480745542397888,0.6273578542535356,0.05595074014020312,0.16195706557012357
116,Ad copy 116 with scores P:0.12 T:0.31 U:0.63,0.12387610103517777,0.310930743752757,0.6258509676349917,0.03727922348611376,0.10215796766821217
117,Ad copy 117 with scores P:0.49 T:0.58 U:0.09,0.49124676750302876,0.5833997095896275,0.08817482765546913,0.051023540462778225,0.1416903253353331
118,Ad copy 118 with scores P:0.87 T:0.55 U:0.47,0.8689649823094227,0.5525056485616102,0.46665509875297295,0.06718422966805782,0.1889479792272404
119,Ad copy 119 with scores P:0.06 T:0.35 U:0.42,0.05620475849829609,0.3497845570574871,0.4237519281995843,0.026574685570602344,0.09790827394992199
120,Ad copy 120 with scores P:0.89 T:0.87 U:0.15,0.8863767246763288,0.8668588603027424,0.14643047017759858,0.06957456865822068,0.18818708543573104
121,Ad copy 121 with scores P:0.38 T:0.46 U:0.15,0.3816428545577233,0.4574720821530346,0.15203952845450863,0.05005577577782081,0.10675407819147034
122,Ad copy 122 with scores P:0.56 T:0.80 U:0.10,0.5552048923119592,0.7956233549166246,0.10201088052008944,0.0558961439743884,0.15459036143200594
123,Ad copy 123 with scores P:0.70 T:0.67 U:0.86,0.7034044013778677,0.670005761949346,0.8593946818858612,0.0639418373868473,0.16833603289717675
124,Ad copy 124 with scores P:0.07 T:0.45 U:0.60,0.0705994988153541,0.4524589946749553,0.6003403861939762,0.03569713532447747,0.09067520055136458
125,Ad copy 125 with scores P:0.01 T:0.85 U:0.72,0.009419270027522075,0.8458364017999213,0.7153108336423533,0.04244302179046671,0.10981914789708495
126,Ad copy 126 with scores P:0.70 T:0.92 U:0.99,0.7027082419755928,0.9182293992891636,0.9892300638378841,0.07019396153629566,0.18363147500875598
127,Ad copy 127 with scores P:0.48 T:0.26 U:0.18,0.4817130446813612,0.2626477380877782,0.17679899064871574,0.03700455440133403,0.11382537820807806
128,Ad copy 128 with scores P:0.63 T:0.18 U:0.51,0.6287955639866758,0.1828956373037568,0.5082241154266116,0.041152707561846094,0.15081500486934601
129,Ad copy 129 with scores P:0.31 T:0.19 U:0.56,0.309463029885787,0.18703713023476154,0.5552888574154357,0.04286035452946035,0.10416541308700289
130,Ad copy 130 with scores P:0.40 T:0.92 U:0.42,0.3969512972240624,0.9167189337811777,0.4171465130904777,0.04087840048168309,0.14102293711667915
131,Ad copy 131 with scores P:0.20 T:0.15 U:0.92,0.20159246736764436,0.147803905433605,0.9175565031611118,0.04069358411717553,0.10981705508219006
132,Ad copy 132 with scores P:0.77 T:0.95 U:0.36,0.7689059682602642,0.9488813168303699,0.35569920961400814,0.06967141423655984,0.18306500164864295
133,Ad copy 133 with scores P:0.64 T:0.64 U:0.39,0.6385519174610315,0.6396054919777501,0.39349072531466267,0.05180735373215054,0.16648688567235415
134,Ad copy 134 with scores P:0.89 T:0.93 U:0.94,0.8865571433817772,0.9338120245324746,0.9443698779299237,0.07942450824794688,0.21735524987839727
135,Ad copy 135 with scores P:0.46 T:0.74 U:0.25,0.4609474504405848,0.7443242661690225,0.2502125671701846,0.04856302204698875,0.14240905594519923
136,Ad copy 136 with scores P:0.10 T:0.83 U:0.05,0.10085260415177144,0.8270896590760749,0.0532604511996736,0.03889385745128564,0.11223485266200313
137,Ad copy 137 with scores P:0.99 T:0.92 U:0.63,0.991052488570977,0.9194479535844599,0.6346829594081088,0.06823828095124998,0.20923282736789559
138,Ad copy 138 with scores P:0.47 T:0.63 U:0.30,0.466469944416384,0.6336761709336028,0.3035044348210215,0.04361559528735876,0.13632019417722255
139,Ad copy 139 with scores P:0.00 T:0.64 U:0.46,0.00022944648812239787,0.6422134684625865,0.4567677653112918,0.04336504211724226,0.10517687088066255
140,Ad copy 140 with scores P:0.18 T:0.56 U:0.96,0.18409473368407914,0.5582284196440028,0.9593817815565506,0.046537325726111294,0.11685201059174788
141,Ad copy 141 with scores P:0.30 T:0.29 U:0.55,0.3036535497799179,0.29305506876140264,0.5543659056915653,0.031128086988198685,0.11918689594325795
142,Ad copy 142 with scores P:0.60 T:0.03 U:0.94,0.5952370360510487,0.02726959039336152,0.9376088765841979,0.0529774662201283,0.12000129579766756
143,Ad copy 143 with scores P:0.49 T:0.79 U:0.66,0.48852521972385,0.7903209031697791,0.662204909404763,0.059979023309697455,0.1607906645532357
144,Ad copy 144 with scores P:0.87 T:0.01 U:0.19,0.868408804236855,0.011148722627105534,0.19158855064551683,0.04746814921186082,0.14004753244048443
145,Ad copy 145 with scores P:0.41 T:0.24 U:0.67,0.41011408204422994,0.24374866768667613,0.6745446818751347,0.04099664351263025,0.11349415632441105
146,Ad copy 146 with scores P:0.26 T:0.73 U:0.42,0.25979858864232197,0.7313021983714914,0.42288365055592336,0.05558485838349829,0.13768763663815842
147,Ad copy 147 with scores P:0.81 T:0.65 U:0.14,0.8121718150131634,0.6479976642959631,0.14027611937834306,0.04973858016601385,0.15366715955079896
148,Ad copy 148 with scores P:0.72 T:0.42 U:0.79,0.7239286908037903,0.42422456338458703,0.7906436791097701,0.05792252372226754,0.15485499748783724
149,Ad copy 149 with scores P:0.89 T:0.86 U:0.10,0.8893881599588029,0.8610275582292487,0.09729412220731148,0.058528999571097404,0.19189635849087067
150,Ad copy 150 with scores P:0.26 T:0.15 U:0.39,0.26374062164007595,0.14613833573848045,0.38671607068095204,0.039801366614938806,0.10257330943790609
151,Ad copy 151 with scores P:0.26 T:0.29 U:0.39,0.2627337369167936,0.29424201391147453,0.3925196301893278,0.0373154013357059,0.0975311372527302
152,Ad copy 152 with scores P:0.23 T:0.08 U:0.90,0.22919417921646235,0.0771306722853814,0.8951351403994968,0.039096466689105644,0.10381928056029374
153,Ad copy 153 with scores P:0.48 T:0.20 U:0.34,0.4816233299257081,0.19838724331777746,0.3423948008669031,0.042103808788287546,0.12852220449490823
154,Ad copy 154 with scores P:0.64 T:0.50 U:0.97,0.6369142471942937,0.504759803903482,0.9712976618594865,0.06084104773949139,0.17324276457109822
155,Ad copy 155 with scores P:0.18 T:0.67 U:0.62,0.1807724233790352,0.6692453773482929,0.6239435784848001,0.05185373463427805,0.11657969449040925
156,Ad copy 156 with scores P:0.27 T:0.37 U:0.22,0.27409983006215366,0.37054942479499975,0.21604492483317939,0.04681825158322378,0.10600501909824465
157,Ad copy 157 with scores P:0.77 T:0.54 U:0.99,0.7669306991737721,0.5355272160549138,0.9851327899051443,0.06066245480044067,0.1610635837965748
158,Ad copy 158 with scores P:0.91 T:0.48 U:0.66,0.9082190533246405,0.4842703441602938,0.664798980241261,0.0613476552800048,0.19073046078109152
159,Ad copy 159 with scores P:0.82 T:0.24 U:0.93,0.8150823778262205,0.23932278361181403,0.9272025351248893,0.05705503942092485,0.16357085061001947
160,Ad copy 160 with scores P:0.43 T:0.02 U:0.25,0.4262382782573203,0.015759797741772275,0.24561450844259847,0.036620156025989434,0.10455652489232793
161,Ad copy 161 with scores P:0.62 T:0.33 U:0.87,0.6186900867966886,0.3303641810735779,0.8695054901311087,0.05115379917872693,0.1573142749237049
162,Ad copy 162 with scores P:0.43 T:0.61 U:0.55,0.43092524398734433,0.6116140375897449,0.5512794498859137,0.054675014804457925,0.14953658223326835
163,Ad copy 163 with scores P:0.88 T:0.60 U:0.52,0.8828762201725828,0.5966116128278447,0.5194647748762501,0.06592862070803197,0.18563110664444527
164,Ad copy 164 with scores P:0.73 T:0.11 U:0.79,0.7279676144882853,0.10637373775781145,0.7949314495573555,0.045506131164163154,0.15651716785235303
165,Ad copy 165 with scores P:0.64 T:0.92 U:0.42,0.6365029755322892,0.917377494398128,0.4233717324338645,0.0653416720190593,0.17243899147476371
166,Ad copy 166 with scores P:0.20 T:0.37 U:0.50,0.19734518680084812,0.3678317911101924,0.5031311637103415,0.03817463808468142,0.1152316490365608
167,Ad copy 167 with scores P:0.72 T:0.26 U:0.84,0.7150766987028485,0.25749846541953836,0.8436018245338405,0.05879549830824308,0.16451413433041348
168,Ad copy 168 with scores P:0.54 T:0.85 U:0.05,0.5410009441799692,0.8469909969373067,0.04854158119087182,0.0534298959293856,0.13587899753165825
169,Ad copy 169 with scores P:0.12 T:0.22 U:0.77,0.12475171798803997,0.2178247844069816,0.7723412121872683,0.038141537735820435,0.08941698218713437
170,Ad copy 170 with scores P:0.42 T:0.81 U:0.70,0.4219175996678516,0.8073681993121019,0.696724649448949,0.05038002720601115,0.13452376130590027
171,Ad copy 171 with scores P:0.04 T:0.07 U:0.79,0.0375767864233888,0.06963846157139819,0.793252830183465,0.0264315565417667,0.09230703847052923
172,Ad copy 172 with scores P:0.15 T:0.40 U:0.58,0.14516820650525908,0.40385015808773694,0.5808524628442929,0.04159072411469301,0.10710249360822592
173,Ad copy 173 with scores P:0.49 T:0.96 U:0.63,0.49078473640710973,0.961441263880046,0.6278765706980648,0.06225706988889474,0.169939806922211
174,Ad copy 174 with scores P:0.26 T:0.89 U:0.46,0.2580403272550351,0.8922787086170444,0.4631511391042372,0.06063909208709687,0.14745890729291794
175,Ad copy 175 with scores P:0.89 T:0.33 U:0.99,0.8865621549857681,0.33055627402833,0.9871360366577189,0.061815754308690726,0.1886395090674509
176,Ad copy 176 with scores P:0.70 T:0.65 U:0.76,0.6981367285995144,0.6486430053085103,0.7632074547658283,0.06799685460503617,0.1839006422999811
177,Ad copy 177 with scores P:0.27 T:0.57 U:0.07,0.27412837842882565,0.5666136559971666,0.06966637069413295,0.037858812487815606,0.09923183382478097
178,Ad copy 178 with scores P:0.85 T:0.42 U:0.37,0.8484014613806186,0.42048283301060396,0.3742170491029442,0.0618175929546993,0.16132317400308463
179,Ad copy 179 with scores P:0.13 T:1.00 U:0.40,0.1311888493293103,0.997228551857347,0.3952637668646658,0.03963299543326835,0.13069215448084348
180,Ad copy 180 with scores P:0.89 T:0.36 U:0.95,0.89106600821599,0.3592633625602889,0.9526456809723262,0.06839476613943385,0.1769013383338719
181,Ad copy 181 with scores P:0.69 T:0.05 U:0.23,0.6886968451680963,0.04824431754387448,0.23090725707019633,0.04432472359964948,0.11859886930696012
182,Ad copy 182 with scores P:1.00 T:0.45 U:0.33,0.9989264093809507,0.4536114823651818,0.32516846016224166,0.06326080379684612,0.18858819664827167
