ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,ad_text,conversions,cvr,group_id
738598,21/08/2017,21/08/2017,936,109851,45-49,F,18,23,24,12956.0,4,5.49000001,1.0,1.0,Trusted by thousands of customers worldwide. Great for interest 18.,1.0,7.718431614695894e-05,45-49-F-18-23-24
747213,18/08/2017,18/08/2017,936,110836,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0,Limited time offer on our newest products! Great for interest 10.,1.0,0.000572737686139748,30-34-M-10-12-11
747369,21/08/2017,21/08/2017,936,110862,35-39,M,16,17,21,13355.0,2,3.180000067,1.0,1.0,Trusted by thousands of customers worldwide. Great for interest 16.,1.0,7.487832272557094e-05,35-39-M-16-17-21
747401,21/08/2017,21/08/2017,936,110867,35-39,M,22,25,25,2793.0,1,0.980000019,1.0,1.0,Upgrade your lifestyle now. Great for interest 22.,1.0,0.00035803795202291446,35-39-M-22-25-25
747645,21/08/2017,21/08/2017,936,110908,45-49,M,10,14,13,9674.0,3,4.600000024,1.0,1.0,Premium quality at an affordable price. Great for interest 10.,1.0,0.00010336985734959685,45-49-M-10-14-13
747659,25/08/2017,25/08/2017,936,110910,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 16.",1.0,8.206138191367142e-05,45-49-M-16-21-17
747798,25/08/2017,25/08/2017,936,110934,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 16.,1.0,3.863390511512904e-05,30-34-F-16-21-20
747968,24/08/2017,24/08/2017,936,110962,35-39,F,21,27,24,512.0,0,0.0,0.0,0.0,The perfect gift for your loved ones. Great for interest 21.,0.0,0.0,35-39-F-21-27-24
748014,24/08/2017,24/08/2017,936,110970,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0,Premium quality at an affordable price. Great for interest 29.,1.0,8.942944017170452e-05,35-39-F-29-31-35
748091,26/08/2017,26/08/2017,936,110982,40-44,F,16,17,19,41720.0,10,12.06000006,1.0,1.0,"Don't miss out, sale ends soon! Great for interest 16.",1.0,2.3969319271332693e-05,40-44-F-16-17-19
776353,23/08/2017,23/08/2017,936,115490,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 63.",1.0,3.6285786857288e-05,40-44-F-63-66-67
776477,21/08/2017,21/08/2017,936,115510,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0,Discover the difference today. Great for interest 16.,1.0,0.00010018032458425165,30-34-M-16-22-17
776623,23/08/2017,23/08/2017,936,115535,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0,The perfect gift for your loved ones. Great for interest 64.,1.0,5.167157546633597e-05,45-49-M-64-69-65
776631,23/08/2017,23/08/2017,936,115536,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 29.,1.0,9.124087591240875e-05,40-44-M-29-35-33
776643,23/08/2017,23/08/2017,936,115538,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0,Premium quality at an affordable price. Great for interest 15.,2.0,5.971753605446239e-05,30-34-M-15-18-18
776659,23/08/2017,23/08/2017,936,115541,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0,Trusted by thousands of customers worldwide. Great for interest 16.,1.0,0.00011341726210729273,30-34-M-16-19-22
776663,22/08/2017,22/08/2017,936,115541,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0,Discover the difference today. Great for interest 16.,1.0,6.347997206881229e-05,30-34-M-16-19-22
776722,27/08/2017,27/08/2017,936,115551,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0,Upgrade your lifestyle now. Great for interest 2.,1.0,0.001834862385321101,30-34-M-2-4-7
776825,23/08/2017,23/08/2017,936,115568,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0,Premium quality at an affordable price. Great for interest 18.,1.0,0.0001349527665317139,45-49-M-18-23-20
777131,22/08/2017,22/08/2017,936,115619,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0,Discover the difference today. Great for interest 16.,1.0,0.00015725743041358704,35-39-M-16-19-21
777625,24/08/2017,24/08/2017,936,115715,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0,Join our community of happy buyers. Great for interest 16.,3.0,5.0477007722982184e-05,45-49-M-16-17-19
777627,23/08/2017,23/08/2017,936,115715,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0,Discover the difference today. Great for interest 16.,2.0,1.2695672045399724e-05,45-49-M-16-17-19
777673,23/08/2017,23/08/2017,936,115723,40-44,M,16,18,17,7101.0,0,0.0,1.0,0.0,The perfect gift for your loved ones. Great for interest 16.,1.0,0.0001408252358822701,40-44-M-16-18-17
777871,23/08/2017,23/08/2017,936,115756,30-34,M,20,26,23,4616.0,1,1.360000014,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 20.",1.0,0.0002166377816291161,30-34-M-20-26-23
777904,30/08/2017,30/08/2017,936,115762,30-34,M,31,32,33,3279.0,0,0.0,1.0,0.0,Discover the difference today. Great for interest 31.,1.0,0.0003049710277523635,30-34-M-31-32-33
778048,28/08/2017,28/08/2017,936,115786,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0,The perfect gift for your loved ones. Great for interest 27.,2.0,3.532632694515588e-05,30-34-M-27-28-29
778156,28/08/2017,28/08/2017,936,115804,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 28.",1.0,0.00010651896037494674,30-34-M-28-32-31
778422,27/08/2017,27/08/2017,936,115848,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0,Limited time offer on our newest products! Great for interest 20.,1.0,8.395600705230459e-05,40-44-F-20-25-24
778461,27/08/2017,27/08/2017,936,115854,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0,Upgrade your lifestyle now. Great for interest 29.,1.0,9.910802775024777e-05,40-44-M-29-35-33
778689,30/08/2017,30/08/2017,936,115892,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0,The perfect gift for your loved ones. Great for interest 28.,1.0,0.0001341741580571582,30-34-M-28-32-32
778808,29/08/2017,29/08/2017,936,115912,30-34,M,26,28,29,1738.0,0,0.0,1.0,0.0,Premium quality at an affordable price. Great for interest 26.,1.0,0.0005753739930955121,30-34-M-26-28-29
779438,28/08/2017,28/08/2017,936,116031,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0,The perfect gift for your loved ones. Great for interest 64.,1.0,3.017137340091721e-05,30-34-F-64-66-69
779645,22/08/2017,22/08/2017,936,116065,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0,Premium quality at an affordable price. Great for interest 16.,1.0,3.6644801934845545e-05,30-34-F-16-21-20
779789,22/08/2017,22/08/2017,936,116089,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0,Discover the difference today. Great for interest 10.,1.0,8.612522607871846e-05,45-49-M-10-14-13
779871,22/08/2017,22/08/2017,936,116103,30-34,F,32,37,34,4402.0,1,1.330000043,1.0,1.0,Discover the difference today. Great for interest 32.,1.0,0.00022716946842344388,30-34-F-32-37-34
779979,21/08/2017,21/08/2017,936,116121,35-39,M,16,17,21,25817.0,4,6.019999981,1.0,0.0,Limited time offer on our newest products! Great for interest 16.,1.0,3.873416740907154e-05,35-39-M-16-17-21
780486,21/08/2017,21/08/2017,936,116216,30-34,F,65,69,71,2879.0,0,0.0,1.0,1.0,The perfect gift for your loved ones. Great for interest 65.,1.0,0.0003473428273706148,30-34-F-65-69-71
781066,23/08/2017,23/08/2017,936,116323,40-44,F,22,26,25,5794.0,2,2.269999981,1.0,0.0,Discover the difference today. Great for interest 22.,1.0,0.00017259233690024162,40-44-F-22-26-25
781159,23/08/2017,23/08/2017,936,116339,40-44,F,10,15,11,85285.0,26,36.13000035,1.0,0.0,Upgrade your lifestyle now. Great for interest 10.,1.0,1.1725391334935804e-05,40-44-F-10-15-11
781499,18/08/2017,18/08/2017,936,116395,35-39,M,15,21,20,6412.0,1,1.370000005,1.0,0.0,Premium quality at an affordable price. Great for interest 15.,1.0,0.00015595757953836556,35-39-M-15-21-20
781559,18/08/2017,18/08/2017,936,116405,30-34,F,32,38,34,1783.0,0,0.0,1.0,0.0,Join our community of happy buyers. Great for interest 32.,1.0,0.0005608524957936063,30-34-F-32-38-34
781690,18/08/2017,18/08/2017,936,116427,45-49,F,26,28,30,115896.0,38,49.44000006,1.0,0.0,Join our community of happy buyers. Great for interest 26.,1.0,8.628425484917513e-06,45-49-F-26-28-30
781858,18/08/2017,18/08/2017,936,116455,30-34,M,20,25,22,3385.0,1,1.440000057,1.0,1.0,"Don't miss out, sale ends soon! Great for interest 20.",1.0,0.0002954209748892171,30-34-M-20-25-22
782022,20/08/2017,20/08/2017,936,116483,30-34,F,18,24,20,8254.0,2,2.320000052,1.0,1.0,Premium quality at an affordable price. Great for interest 18.,1.0,0.000121153380179307,30-34-F-18-24-20
782026,21/08/2017,21/08/2017,936,116483,30-34,F,18,24,20,5704.0,1,1.320000052,1.0,0.0,Premium quality at an affordable price. Great for interest 18.,1.0,0.0001753155680224404,30-34-F-18-24-20
782275,19/08/2017,19/08/2017,936,116525,30-34,F,29,31,30,6475.0,1,1.350000024,1.0,0.0,Premium quality at an affordable price. Great for interest 29.,1.0,0.00015444015444015445,30-34-F-29-31-30
782443,20/08/2017,20/08/2017,936,116553,40-44,F,20,25,24,979.0,0,0.0,1.0,0.0,The perfect gift for your loved ones. Great for interest 20.,1.0,0.0010214504596527069,40-44-F-20-25-24
782694,23/08/2017,23/08/2017,936,116595,35-39,F,29,31,35,29035.0,7,8.910000086,2.0,2.0,The perfect gift for your loved ones. Great for interest 29.,2.0,6.888238333046323e-05,35-39-F-29-31-35
950078,22/08/2017,22/08/2017,936,123440,30-34,M,16,22,17,12396.0,2,3.210000038,2.0,1.0,Join our community of happy buyers. Great for interest 16.,2.0,0.00016134236850596966,30-34-M-16-22-17
950079,22/08/2017,22/08/2017,936,123440,30-34,M,16,20,22,3142.0,0,0.0,2.0,2.0,"Don't miss out, sale ends soon! Great for interest 16.",2.0,0.0006365372374283895,30-34-M-16-20-22
950099,22/08/2017,22/08/2017,936,123443,30-34,M,18,23,23,1120.0,0,0.0,1.0,0.0,Join our community of happy buyers. Great for interest 18.,1.0,0.0008928571428571428,30-34-M-18-23-23
950109,22/08/2017,22/08/2017,936,123445,30-34,M,20,24,22,343.0,0,0.0,1.0,1.0,Upgrade your lifestyle now. Great for interest 20.,1.0,0.0029154518950437317,30-34-M-20-24-22
950773,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,471.0,0,0.0,1.0,0.0,Premium quality at an affordable price. Great for interest 28.,1.0,0.0021231422505307855,35-39-M-28-29-32
950776,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,2633.0,1,1.070000052,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 28.,1.0,0.00037979491074819596,35-39-M-28-29-32
950878,19/08/2017,19/08/2017,936,123573,40-44,M,10,11,15,2967.0,1,1.5,1.0,1.0,Join our community of happy buyers. Great for interest 10.,1.0,0.0003370407819346141,40-44-M-10-11-15
951033,19/08/2017,19/08/2017,936,123599,30-34,F,10,13,13,5517.0,1,1.230000019,1.0,0.0,Premium quality at an affordable price. Great for interest 10.,1.0,0.00018125793003443902,30-34-F-10-13-13
951043,19/08/2017,19/08/2017,936,123601,30-34,F,16,22,17,3189.0,0,0.0,1.0,0.0,The perfect gift for your loved ones. Great for interest 16.,1.0,0.00031357792411414236,30-34-F-16-22-17
951045,19/08/2017,19/08/2017,936,123601,30-34,F,16,20,21,3348.0,0,0.0,1.0,0.0,Limited time offer on our newest products! Great for interest 16.,1.0,0.0002986857825567503,30-34-F-16-20-21
951402,21/08/2017,21/08/2017,936,123661,30-34,F,29,32,31,1118.0,0,0.0,1.0,1.0,Upgrade your lifestyle now. Great for interest 29.,1.0,0.0008944543828264759,30-34-F-29-32-31
951420,21/08/2017,21/08/2017,936,123664,30-34,F,27,33,32,843.0,0,0.0,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 27.",1.0,0.0011862396204033216,30-34-F-27-33-32
951462,21/08/2017,21/08/2017,936,123671,45-49,F,16,20,19,7589.0,2,3.150000095,1.0,1.0,Limited time offer on our newest products! Great for interest 16.,1.0,0.00013176966662274345,45-49-F-16-20-19
951812,29/08/2017,29/08/2017,936,123729,35-39,F,16,18,18,16274.0,4,6.079999924,2.0,0.0,The perfect gift for your loved ones. Great for interest 16.,2.0,0.00012289541600098315,35-39-F-16-18-18
951837,29/08/2017,29/08/2017,936,123733,45-49,F,20,23,23,2077.0,1,1.50999999,1.0,1.0,Discover the difference today. Great for interest 20.,1.0,0.00048146364949446316,45-49-F-20-23-23
1121092,28/08/2017,28/08/2017,1178,144531,30-34,M,10,12,11,637648.0,67,122.4,13.0,5.0,Limited time offer on our newest products! Great for interest 10.,13.0,2.0387423782400322e-05,30-34-M-10-12-11
1121097,29/08/2017,29/08/2017,1178,144532,30-34,M,15,18,18,30068.0,1,1.820000052,1.0,0.0,Limited time offer on our newest products! Great for interest 15.,1.0,3.3257948649727285e-05,30-34-M-15-18-18
1121108,26/08/2017,26/08/2017,1178,144533,30-34,M,16,20,18,984521.0,95,163.8999972,26.0,14.0,Discover the difference today. Great for interest 16.,26.0,2.640878152929191e-05,30-34-M-16-20-18
1121114,27/08/2017,27/08/2017,1178,144534,30-34,M,18,23,23,31349.0,2,3.800000072,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 18.",1.0,3.1898944144948805e-05,30-34-M-18-23-23
1121123,25/08/2017,25/08/2017,1178,144536,30-34,M,20,24,22,171202.0,22,36.53000021,3.0,1.0,Premium quality at an affordable price. Great for interest 20.,3.0,1.7523159776170838e-05,30-34-M-20-24-22
1121124,26/08/2017,26/08/2017,1178,144536,30-34,M,20,26,24,128386.0,15,28.85000002,2.0,1.0,Trusted by thousands of customers worldwide. Great for interest 20.,2.0,1.5578022525820573e-05,30-34-M-20-26-24
1121125,26/08/2017,26/08/2017,1178,144536,30-34,M,20,26,24,1034284.0,152,257.7099986,20.0,9.0,Premium quality at an affordable price. Great for interest 20.,20.0,1.9337048624942473e-05,30-34-M-20-26-24
1121175,20/08/2017,20/08/2017,1178,144547,30-34,M,26,28,29,209461.0,20,34.19000006,1.0,0.0,Join our community of happy buyers. Great for interest 26.,1.0,4.774158435221831e-06,30-34-M-26-28-29
1121177,20/08/2017,20/08/2017,1178,144547,30-34,M,26,28,29,26316.0,2,3.24000001,3.0,0.0,Join our community of happy buyers. Great for interest 26.,3.0,0.00011399908800729594,30-34-M-26-28-29
1121181,20/08/2017,20/08/2017,1178,144549,30-34,M,27,32,29,41030.0,3,5.140000105,2.0,1.0,The perfect gift for your loved ones. Great for interest 27.,2.0,4.874482086278333e-05,30-34-M-27-32-29
1121183,21/08/2017,21/08/2017,1178,144549,30-34,M,27,32,29,399392.0,53,93.07000041,5.0,0.0,Upgrade your lifestyle now. Great for interest 27.,5.0,1.2519028923964427e-05,30-34-M-27-32-29
1121185,23/08/2017,23/08/2017,1178,144549,30-34,M,27,28,29,260699.0,31,54.09999871,5.0,2.0,Trusted by thousands of customers worldwide. Great for interest 27.,5.0,1.9179206671295248e-05,30-34-M-27-28-29
1121197,23/08/2017,23/08/2017,1178,144552,30-34,M,28,30,32,1109387.0,159,280.9899995,13.0,2.0,Join our community of happy buyers. Great for interest 28.,13.0,1.17181831047236e-05,30-34-M-28-30-32
1121206,23/08/2017,23/08/2017,1178,144554,30-34,M,29,34,31,227925.0,22,35.30999994,22.0,12.0,Join our community of happy buyers. Great for interest 29.,22.0,9.652297905012614e-05,30-34-M-29-34-31
1121207,23/08/2017,23/08/2017,1178,144554,30-34,M,29,34,31,374175.0,38,63.32000101,8.0,3.0,Upgrade your lifestyle now. Great for interest 29.,8.0,2.1380370147658182e-05,30-34-M-29-34-31
1121220,22/08/2017,22/08/2017,1178,144558,30-34,M,31,37,35,100596.0,10,13.91999972,4.0,2.0,Discover the difference today. Great for interest 31.,4.0,3.9763012445822895e-05,30-34-M-31-37-35
1121223,22/08/2017,22/08/2017,1178,144558,30-34,M,31,37,35,64020.0,5,11.0599997,1.0,0.0,Upgrade your lifestyle now. Great for interest 31.,1.0,1.562011871290222e-05,30-34-M-31-37-35
1121224,23/08/2017,23/08/2017,1178,144558,30-34,M,31,32,33,14289.0,0,0.0,1.0,0.0,Discover the difference today. Great for interest 31.,1.0,6.998390370214851e-05,30-34-M-31-32-33
1121274,22/08/2017,22/08/2017,1178,144569,30-34,M,2,4,7,63785.0,7,11.80000019,6.0,2.0,The perfect gift for your loved ones. Great for interest 2.,6.0,9.406600297875676e-05,30-34-M-2-4-7
1121284,24/08/2017,24/08/2017,1178,144571,30-34,M,66,68,70,175631.0,23,40.75999951,1.0,0.0,Premium quality at an affordable price. Great for interest 66.,1.0,5.693755658169686e-06,30-34-M-66-68-70
1121285,24/08/2017,24/08/2017,1178,144571,30-34,M,66,68,70,37187.0,4,6.370000005,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 66.,1.0,2.6891117863769597e-05,30-34-M-66-68-70
1121303,23/08/2017,23/08/2017,1178,144574,35-39,M,16,19,21,84494.0,7,12.57000017,2.0,0.0,Discover the difference today. Great for interest 16.,2.0,2.3670319786020308e-05,35-39-M-16-19-21
1121333,28/08/2017,28/08/2017,1178,144579,35-39,M,22,25,25,88970.0,10,14.8300004,2.0,0.0,Trusted by thousands of customers worldwide. Great for interest 22.,2.0,2.2479487467685737e-05,35-39-M-22-25-25
1121368,30/08/2017,30/08/2017,1178,144585,35-39,M,28,33,31,358987.0,52,87.55000067,1.0,0.0,Premium quality at an affordable price. Great for interest 28.,1.0,2.785616192229802e-06,35-39-M-28-33-31
1121369,30/08/2017,30/08/2017,1178,144585,35-39,M,28,33,31,826205.0,125,232.3700008,5.0,1.0,Trusted by thousands of customers worldwide. Great for interest 28.,5.0,6.051766813321149e-06,35-39-M-28-33-31
1121410,24/08/2017,24/08/2017,1178,144592,35-39,M,64,68,70,24992.0,2,3.190000057,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 64.",1.0,4.001280409731114e-05,35-39-M-64-68-70
1121412,24/08/2017,24/08/2017,1178,144592,35-39,M,64,68,70,292448.0,43,76.89999968,2.0,1.0,The perfect gift for your loved ones. Great for interest 64.,2.0,6.8388226282963124e-06,35-39-M-64-68-70
1121439,25/08/2017,25/08/2017,1178,144597,40-44,M,10,11,15,621591.0,91,163.36,5.0,1.0,Trusted by thousands of customers worldwide. Great for interest 10.,5.0,8.043874509122558e-06,40-44-M-10-11-15
1121452,25/08/2017,25/08/2017,1178,144599,40-44,M,16,21,22,1663441.0,205,359.4700001,17.0,6.0,"Don't miss out, sale ends soon! Great for interest 16.",17.0,1.0219779360975231e-05,40-44-M-16-21-22
1121453,25/08/2017,25/08/2017,1178,144599,40-44,M,16,18,17,455248.0,54,105.7099996,5.0,2.0,Discover the difference today. Great for interest 16.,5.0,1.0983024637120867e-05,40-44-M-16-18-17
1121455,24/08/2017,24/08/2017,1178,144599,40-44,M,16,21,22,594267.0,82,143.3000009,3.0,2.0,Join our community of happy buyers. Great for interest 16.,3.0,5.048235893966853e-06,40-44-M-16-21-22
1121603,30/08/2017,30/08/2017,45-49,M,45-49,M,16,21,17,159478.0,20,33.89999998,3.0,1.0,"Don't miss out, sale ends soon! Great for interest 17.",3.0,1.8811372101481084e-05,45-49-M-16-21-17
1121678,27/08/2017,27/08/2017,45-49,M,45-49,M,29,33,33,147551.0,22,38.50000083,1.0,0.0,Upgrade your lifestyle now. Great for interest 33.,1.0,6.777317673211296e-06,45-49-M-29-33-33
1121711,26/08/2017,26/08/2017,45-49,M,45-49,M,64,69,65,49916.0,10,16.38,1.0,1.0,Join our community of happy buyers. Great for interest 65.,1.0,2.0033656542992227e-05,45-49-M-64-69-65
1121755,29/08/2017,29/08/2017,30-34,F,30-34,F,16,20,21,178455.0,20,31.5400002,6.0,3.0,Limited time offer on our newest products! Great for interest 21.,6.0,3.362192149281331e-05,30-34-F-16-20-21
1121763,28/08/2017,28/08/2017,30-34,F,30-34,F,19,22,23,87832.0,11,18.10000038,1.0,1.0,Join our community of happy buyers. Great for interest 23.,1.0,1.1385372073959378e-05,30-34-F-19-22-23
1121764,28/08/2017,28/08/2017,30-34,F,30-34,F,19,22,23,23368.0,3,4.300000191,1.0,0.0,Discover the difference today. Great for interest 23.,1.0,4.279356384799726e-05,30-34-F-19-22-23
1121773,28/08/2017,28/08/2017,30-34,F,30-34,F,20,22,21,319131.0,51,76.68000025,6.0,1.0,The perfect gift for your loved ones. Great for interest 21.,6.0,1.880105661938201e-05,30-34-F-20-22-21
1121774,28/08/2017,28/08/2017,30-34,F,30-34,F,20,22,21,670608.0,130,195.1499978,11.0,3.0,Upgrade your lifestyle now. Great for interest 21.,11.0,1.640302531434161e-05,30-34-F-20-22-21
1121826,23/08/2017,23/08/2017,30-34,F,30-34,F,29,31,30,418016.0,63,95.8500005,3.0,1.0,The perfect gift for your loved ones. Great for interest 30.,3.0,7.176758784352752e-06,30-34-F-29-31-30
1121827,23/08/2017,23/08/2017,30-34,F,30-34,F,29,31,30,30155.0,3,3.819999933,1.0,0.0,"Don't miss out, sale ends soon! Great for interest 30.",1.0,3.3161996352180403e-05,30-34-F-29-31-30
1121832,24/08/2017,24/08/2017,30-34,F,30-34,F,30,36,36,208301.0,33,54.57000089,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 36.,1.0,4.800745075635739e-06,30-34-F-30-36-36
1121833,24/08/2017,24/08/2017,30-34,F,30-34,F,30,36,36,101856.0,16,25.22000039,4.0,1.0,The perfect gift for your loved ones. Great for interest 36.,4.0,3.927112786679233e-05,30-34-F-30-36-36
